"Observation station","Year","Month","Day","Time [Local time]","Cloud cover [1/8]"
"Pello parish","2002","3","16","00:00","Clear (1/8)"
"Pello parish","2002","3","17","00:00","Mostly cloudy (7/8)"
"Pello parish","2002","3","18","00:00","Mostly cloudy (7/8)"
"Pello parish","2002","3","19","00:00","Cloudy (8/8)"
"Pello parish","2002","3","20","00:00","Cloudy (8/8)"
"Pello parish","2002","3","21","00:00","Mostly cloudy (7/8)"
"Pello parish","2002","3","22","00:00","Mostly cloudy (7/8)"
"Pello parish","2002","3","23","00:00","Clear (1/8)"
"Pello parish","2002","3","24","00:00","Clear (1/8)"
"Pello parish","2002","3","25","00:00","Mostly cloudy (7/8)"
"Pello parish","2002","3","26","00:00","Cloudy (8/8)"
"Pello parish","2002","3","27","00:00","Clear (1/8)"
"Pello parish","2002","3","28","00:00","Mostly cloudy (7/8)"
"Pello parish","2002","3","29","00:00","Clear (0/8)"
"Pello parish","2002","3","30","00:00","Clear (0/8)"
"Pello parish","2002","3","31","00:00","Clear (0/8)"
"Pello parish","2002","4","1","00:00","Clear (1/8)"
"Pello parish","2002","4","2","00:00","Clear (1/8)"
"Pello parish","2002","4","3","00:00","Cloudy (8/8)"
"Pello parish","2002","4","4","00:00","Cloudy (8/8)"
"Pello parish","2002","4","5","00:00","Cloudy (8/8)"
"Pello parish","2002","4","6","00:00","Cloudy (8/8)"
"Pello parish","2002","4","7","00:00","Mostly cloudy (7/8)"
"Pello parish","2002","4","8","00:00","Cloudy (8/8)"
"Pello parish","2002","4","9","00:00","Mostly clear (3/8)"
"Pello parish","2002","4","10","00:00","Cloudy (8/8)"
"Pello parish","2002","4","11","00:00","Mostly cloudy (7/8)"
"Pello parish","2002","4","12","00:00","Mostly cloudy (7/8)"
"Pello parish","2002","4","13","00:00","Clear (1/8)"
"Pello parish","2002","4","14","00:00","Cloudy (8/8)"
"Pello parish","2002","4","15","00:00","Clear (0/8)"
"Pello parish","2002","4","16","00:00","Clear (1/8)"
"Pello parish","2002","4","17","00:00","Mostly cloudy (7/8)"
"Pello parish","2002","4","18","00:00","Clear (0/8)"
"Pello parish","2002","4","19","00:00","Cloudy (8/8)"
"Pello parish","2002","4","20","00:00","Mostly cloudy (7/8)"
"Pello parish","2002","4","21","00:00","Clear (1/8)"
"Pello parish","2002","4","22","00:00","Clear (0/8)"
"Pello parish","2002","4","23","00:00","Clear (0/8)"
"Pello parish","2002","4","24","00:00","Mostly clear (3/8)"
"Pello parish","2002","4","25","00:00","Clear (1/8)"
"Pello parish","2002","4","26","00:00","Cloudy (8/8)"
"Pello parish","2002","4","27","00:00","Mostly cloudy (7/8)"
"Pello parish","2002","4","28","00:00","Mostly cloudy (7/8)"
"Pello parish","2002","4","29","00:00","Mostly cloudy (7/8)"
"Pello parish","2002","4","30","00:00","Cloudy (8/8)"
"Pello parish","2002","5","1","00:00","Partly cloudy (5/8)"
"Pello parish","2002","5","2","00:00","Partly cloudy (5/8)"
"Pello parish","2002","5","3","00:00","Cloudy (8/8)"
"Pello parish","2002","5","4","00:00","Mostly cloudy (7/8)"
"Pello parish","2002","5","5","00:00","Clear (0/8)"
"Pello parish","2002","5","6","00:00","Clear (0/8)"
"Pello parish","2002","5","7","00:00","Clear (0/8)"
"Pello parish","2002","5","8","00:00","Mostly cloudy (7/8)"
"Pello parish","2002","5","9","00:00","Clear (0/8)"
"Pello parish","2002","5","10","00:00","Clear (0/8)"
"Pello parish","2002","5","11","00:00","Mostly cloudy (7/8)"
"Pello parish","2002","5","12","00:00","Clear (1/8)"
"Pello parish","2002","5","13","00:00","Clear (1/8)"
"Pello parish","2002","5","14","00:00","Cloudy (8/8)"
"Pello parish","2002","5","15","00:00","Clear (1/8)"
"Pello parish","2002","5","16","00:00","Mostly clear (3/8)"
"Pello parish","2002","5","17","00:00","Mostly cloudy (7/8)"
"Pello parish","2002","5","18","00:00","Mostly cloudy (7/8)"
"Pello parish","2002","5","19","00:00","Clear (1/8)"
"Pello parish","2002","5","20","00:00","Mostly cloudy (7/8)"
"Pello parish","2002","5","21","00:00","Clear (1/8)"
"Pello parish","2002","5","22","00:00","Mostly cloudy (7/8)"
"Pello parish","2002","5","23","00:00","Mostly cloudy (7/8)"
"Pello parish","2002","5","24","00:00","Clear (0/8)"
"Pello parish","2002","5","25","00:00","Clear (0/8)"
"Pello parish","2002","5","26","00:00","Clear (0/8)"
"Pello parish","2002","5","27","00:00","Clear (0/8)"
"Pello parish","2002","5","28","00:00","Clear (0/8)"
"Pello parish","2002","5","29","00:00","Clear (0/8)"
"Pello parish","2002","5","30","00:00","Clear (0/8)"
"Pello parish","2002","5","31","00:00","Clear (0/8)"
"Pello parish","2002","6","1","00:00","Clear (0/8)"
"Pello parish","2002","6","2","00:00","Clear (1/8)"
"Pello parish","2002","6","3","00:00","Clear (0/8)"
"Pello parish","2002","6","4","00:00","Mostly cloudy (7/8)"
"Pello parish","2002","6","5","00:00","Cloudy (8/8)"
"Pello parish","2002","6","6","00:00","Clear (0/8)"
"Pello parish","2002","6","7","00:00","Mostly cloudy (7/8)"
"Pello parish","2002","6","8","00:00","Partly cloudy (5/8)"
"Pello parish","2002","6","9","00:00","Mostly clear (3/8)"
"Pello parish","2002","6","10","00:00","Clear (0/8)"
"Pello parish","2002","6","11","00:00","Clear (0/8)"
"Pello parish","2002","6","12","00:00","Clear (0/8)"
"Pello parish","2002","6","13","00:00","Clear (0/8)"
"Pello parish","2002","6","14","00:00","Cloudy (8/8)"
"Pello parish","2002","6","15","00:00","Mostly cloudy (7/8)"
"Pello parish","2002","6","16","00:00","Clear (0/8)"
"Pello parish","2002","6","17","00:00","Mostly cloudy (7/8)"
"Pello parish","2002","6","18","00:00","Clear (0/8)"
"Pello parish","2002","6","19","00:00","Clear (1/8)"
"Pello parish","2002","6","20","00:00","Clear (0/8)"
"Pello parish","2002","6","21","00:00","Clear (1/8)"
"Pello parish","2002","6","22","00:00","Mostly cloudy (7/8)"
"Pello parish","2002","6","23","00:00","Mostly cloudy (7/8)"
"Pello parish","2002","6","24","00:00","Cloudy (8/8)"
"Pello parish","2002","6","25","00:00","Mostly cloudy (7/8)"
"Pello parish","2002","6","26","00:00","Clear (0/8)"
"Pello parish","2002","6","27","00:00","Clear (0/8)"
"Pello parish","2002","6","28","00:00","Mostly clear (3/8)"
"Pello parish","2002","6","29","00:00","Mostly cloudy (7/8)"
"Pello parish","2002","6","30","00:00","Clear (0/8)"
"Pello parish","2002","7","1","00:00","Mostly cloudy (7/8)"
"Pello parish","2002","7","2","00:00","Mostly clear (3/8)"
"Pello parish","2002","7","3","00:00","Partly cloudy (5/8)"
"Pello parish","2002","7","4","00:00","Mostly cloudy (7/8)"
"Pello parish","2002","7","5","00:00","Clear (1/8)"
"Pello parish","2002","7","6","00:00","Mostly cloudy (7/8)"
"Pello parish","2002","7","7","00:00","Mostly clear (3/8)"
"Pello parish","2002","7","8","00:00","Clear (1/8)"
"Pello parish","2002","7","9","00:00","Mostly cloudy (7/8)"
"Pello parish","2002","7","10","00:00","Clear (0/8)"
"Pello parish","2002","7","11","00:00","Mostly clear (3/8)"
"Pello parish","2002","7","12","00:00","Clear (0/8)"
"Pello parish","2002","7","13","00:00","Mostly cloudy (7/8)"
"Pello parish","2002","7","14","00:00","Cloudy (8/8)"
"Pello parish","2002","7","15","00:00","Cloudy (8/8)"
"Pello parish","2002","7","16","00:00","Cloudy (8/8)"
"Pello parish","2002","7","17","00:00","Mostly clear (3/8)"
"Pello parish","2002","7","18","00:00","Mostly cloudy (7/8)"
"Pello parish","2002","7","19","00:00","Mostly cloudy (7/8)"
"Pello parish","2002","7","20","00:00","Clear (1/8)"
"Pello parish","2002","7","21","00:00","Clear (0/8)"
"Pello parish","2002","7","22","00:00","Clear (1/8)"
"Pello parish","2002","7","23","00:00","Clear (0/8)"
"Pello parish","2002","7","24","00:00","Mostly cloudy (7/8)"
"Pello parish","2002","7","25","00:00","Cloudy (8/8)"
"Pello parish","2002","7","26","00:00","Clear (0/8)"
"Pello parish","2002","7","27","00:00","Mostly cloudy (7/8)"
"Pello parish","2002","7","28","00:00","Mostly clear (3/8)"
"Pello parish","2002","7","29","00:00","-"
"Pello parish","2002","7","30","00:00","-"
"Pello parish","2002","7","31","00:00","-"
"Pello parish","2002","8","1","00:00","-"
"Pello parish","2002","8","2","00:00","-"
"Pello parish","2002","8","3","00:00","-"
"Pello parish","2002","8","4","00:00","-"
"Pello parish","2002","8","5","00:00","-"
"Pello parish","2002","8","6","00:00","-"
"Pello parish","2002","8","7","00:00","-"
"Pello parish","2002","8","8","00:00","-"
"Pello parish","2002","8","9","00:00","-"
"Pello parish","2002","8","10","00:00","-"
"Pello parish","2002","8","11","00:00","-"
"Pello parish","2002","8","12","00:00","-"
"Pello parish","2002","8","13","00:00","-"
"Pello parish","2002","8","14","00:00","Cloudy (8/8)"
"Pello parish","2002","8","15","00:00","Cloudy (8/8)"
"Pello parish","2002","8","16","00:00","Clear (1/8)"
"Pello parish","2002","8","17","00:00","Clear (1/8)"
"Pello parish","2002","8","18","00:00","Clear (1/8)"
"Pello parish","2002","8","19","00:00","Clear (1/8)"
"Pello parish","2002","8","20","00:00","Clear (0/8)"
"Pello parish","2002","8","21","00:00","Clear (0/8)"
"Pello parish","2002","8","22","00:00","Clear (0/8)"
"Pello parish","2002","8","23","00:00","Clear (1/8)"
"Pello parish","2002","8","24","00:00","Clear (0/8)"
"Pello parish","2002","8","25","00:00","Mostly cloudy (7/8)"
"Pello parish","2002","8","26","00:00","Mostly cloudy (7/8)"
"Pello parish","2002","8","27","00:00","Clear (0/8)"
"Pello parish","2002","8","28","00:00","Cloudy (8/8)"
"Pello parish","2002","8","29","00:00","Clear (0/8)"
"Pello parish","2002","8","30","00:00","Mostly cloudy (7/8)"
"Pello parish","2002","8","31","00:00","Clear (1/8)"
"Pello parish","2002","9","1","00:00","Clear (0/8)"
"Pello parish","2002","9","2","00:00","Clear (0/8)"
"Pello parish","2002","9","3","00:00","Mostly cloudy (7/8)"
"Pello parish","2002","9","4","00:00","Clear (0/8)"
"Pello parish","2002","9","5","00:00","Mostly cloudy (7/8)"
"Pello parish","2002","9","6","00:00","Cloudiness cannot be determined (9/8)"
"Pello parish","2002","9","7","00:00","Mostly cloudy (7/8)"
"Pello parish","2002","9","8","00:00","Cloudy (8/8)"
"Pello parish","2002","9","9","00:00","Clear (1/8)"
"Pello parish","2002","9","10","00:00","Clear (0/8)"
"Pello parish","2002","9","11","00:00","Partly cloudy (5/8)"
"Pello parish","2002","9","12","00:00","Clear (0/8)"
"Pello parish","2002","9","13","00:00","Clear (0/8)"
"Pello parish","2002","9","14","00:00","Mostly cloudy (7/8)"
"Pello parish","2002","9","15","00:00","Clear (0/8)"
"Pello parish","2002","9","16","00:00","Mostly cloudy (7/8)"
"Pello parish","2002","9","17","00:00","Cloudy (8/8)"
"Pello parish","2002","9","18","00:00","Clear (1/8)"
"Pello parish","2002","9","19","00:00","Clear (0/8)"
"Pello parish","2002","9","20","00:00","Clear (0/8)"
"Pello parish","2002","9","21","00:00","Mostly cloudy (7/8)"
"Pello parish","2002","9","22","00:00","Mostly cloudy (7/8)"
"Pello parish","2002","9","23","00:00","Clear (0/8)"
"Pello parish","2002","9","24","00:00","Mostly cloudy (7/8)"
"Pello parish","2002","9","25","00:00","Partly cloudy (5/8)"
"Pello parish","2002","9","26","00:00","Clear (0/8)"
"Pello parish","2002","9","27","00:00","Cloudiness cannot be determined (9/8)"
"Pello parish","2002","9","28","00:00","Clear (1/8)"
"Pello parish","2002","9","29","00:00","Mostly cloudy (7/8)"
"Pello parish","2002","9","30","00:00","Cloudy (8/8)"
"Pello parish","2002","10","1","00:00","Mostly clear (3/8)"
"Pello parish","2002","10","2","00:00","Clear (0/8)"
"Pello parish","2002","10","3","00:00","Clear (0/8)"
"Pello parish","2002","10","4","00:00","Mostly cloudy (7/8)"
"Pello parish","2002","10","5","00:00","Mostly cloudy (7/8)"
"Pello parish","2002","10","6","00:00","Mostly cloudy (7/8)"
"Pello parish","2002","10","7","00:00","Cloudy (8/8)"
"Pello parish","2002","10","8","00:00","Mostly cloudy (7/8)"
"Pello parish","2002","10","9","00:00","Mostly cloudy (7/8)"
"Pello parish","2002","10","10","00:00","Cloudy (8/8)"
"Pello parish","2002","10","11","00:00","Cloudy (8/8)"
"Pello parish","2002","10","12","00:00","Cloudy (8/8)"
"Pello parish","2002","10","13","00:00","Mostly cloudy (7/8)"
"Pello parish","2002","10","14","00:00","Cloudy (8/8)"
"Pello parish","2002","10","15","00:00","Cloudy (8/8)"
"Pello parish","2002","10","16","00:00","Partly cloudy (5/8)"
"Pello parish","2002","10","17","00:00","Clear (0/8)"
"Pello parish","2002","10","18","00:00","Mostly cloudy (7/8)"
"Pello parish","2002","10","19","00:00","Clear (0/8)"
"Pello parish","2002","10","20","00:00","Clear (0/8)"
"Pello parish","2002","10","21","00:00","Mostly cloudy (7/8)"
"Pello parish","2002","10","22","00:00","Mostly cloudy (7/8)"
"Pello parish","2002","10","23","00:00","Mostly cloudy (7/8)"
"Pello parish","2002","10","24","00:00","Mostly cloudy (7/8)"
"Pello parish","2002","10","25","00:00","Mostly cloudy (7/8)"
"Pello parish","2002","10","26","00:00","Mostly cloudy (7/8)"
"Pello parish","2002","10","27","00:00","Cloudy (8/8)"
"Pello parish","2002","10","28","00:00","Cloudy (8/8)"
"Pello parish","2002","10","29","00:00","Cloudy (8/8)"
"Pello parish","2002","10","30","00:00","Mostly cloudy (7/8)"
"Pello parish","2002","10","31","00:00","Clear (1/8)"
"Pello parish","2002","11","1","00:00","Cloudy (8/8)"
"Pello parish","2002","11","2","00:00","Mostly cloudy (7/8)"
"Pello parish","2002","11","3","00:00","Clear (0/8)"
"Pello parish","2002","11","4","00:00","Mostly cloudy (7/8)"
"Pello parish","2002","11","5","00:00","Cloudy (8/8)"
"Pello parish","2002","11","6","00:00","Cloudy (8/8)"
"Pello parish","2002","11","7","00:00","Cloudy (8/8)"
"Pello parish","2002","11","8","00:00","Clear (0/8)"
"Pello parish","2002","11","9","00:00","Clear (0/8)"
"Pello parish","2002","11","10","00:00","Cloudy (8/8)"
"Pello parish","2002","11","11","00:00","Partly cloudy (5/8)"
"Pello parish","2002","11","12","00:00","Cloudy (8/8)"
"Pello parish","2002","11","13","00:00","Mostly cloudy (7/8)"
"Pello parish","2002","11","14","00:00","Clear (1/8)"
"Pello parish","2002","11","15","00:00","Cloudy (8/8)"
"Pello parish","2002","11","16","00:00","Cloudy (8/8)"
"Pello parish","2002","11","17","00:00","Cloudy (8/8)"
"Pello parish","2002","11","18","00:00","Cloudy (8/8)"
"Pello parish","2002","11","19","00:00","Cloudy (8/8)"
"Pello parish","2002","11","20","00:00","Clear (1/8)"
"Pello parish","2002","11","21","00:00","Clear (0/8)"
"Pello parish","2002","11","22","00:00","Cloudy (8/8)"
"Pello parish","2002","11","23","00:00","Cloudy (8/8)"
"Pello parish","2002","11","24","00:00","Cloudy (8/8)"
"Pello parish","2002","11","25","00:00","Cloudy (8/8)"
"Pello parish","2002","11","26","00:00","Cloudy (8/8)"
"Pello parish","2002","11","27","00:00","Cloudy (8/8)"
"Pello parish","2002","11","28","00:00","Cloudy (8/8)"
"Pello parish","2002","11","29","00:00","Mostly cloudy (7/8)"
"Pello parish","2002","11","30","00:00","Cloudy (8/8)"
"Pello parish","2002","12","1","00:00","Cloudy (8/8)"
"Pello parish","2002","12","2","00:00","Mostly cloudy (7/8)"
"Pello parish","2002","12","3","00:00","Cloudy (8/8)"
"Pello parish","2002","12","4","00:00","Cloudy (8/8)"
"Pello parish","2002","12","5","00:00","Cloudy (8/8)"
"Pello parish","2002","12","6","00:00","Cloudy (8/8)"
"Pello parish","2002","12","7","00:00","Cloudy (8/8)"
"Pello parish","2002","12","8","00:00","Cloudy (8/8)"
"Pello parish","2002","12","9","00:00","Mostly cloudy (7/8)"
"Pello parish","2002","12","10","00:00","Clear (0/8)"
"Pello parish","2002","12","11","00:00","Mostly cloudy (7/8)"
"Pello parish","2002","12","12","00:00","Mostly cloudy (7/8)"
"Pello parish","2002","12","13","00:00","Mostly cloudy (7/8)"
"Pello parish","2002","12","14","00:00","Clear (0/8)"
"Pello parish","2002","12","15","00:00","Clear (0/8)"
"Pello parish","2002","12","16","00:00","Mostly clear (3/8)"
"Pello parish","2002","12","17","00:00","Mostly cloudy (7/8)"
"Pello parish","2002","12","18","00:00","Mostly cloudy (7/8)"
"Pello parish","2002","12","19","00:00","Mostly cloudy (7/8)"
"Pello parish","2002","12","20","00:00","Mostly cloudy (7/8)"
"Pello parish","2002","12","21","00:00","Mostly cloudy (7/8)"
"Pello parish","2002","12","22","00:00","Clear (0/8)"
"Pello parish","2002","12","23","00:00","Clear (0/8)"
"Pello parish","2002","12","24","00:00","Clear (0/8)"
"Pello parish","2002","12","25","00:00","Clear (0/8)"
"Pello parish","2002","12","26","00:00","Mostly cloudy (7/8)"
"Pello parish","2002","12","27","00:00","Cloudy (8/8)"
"Pello parish","2002","12","28","00:00","Cloudy (8/8)"
"Pello parish","2002","12","29","00:00","Cloudy (8/8)"
"Pello parish","2002","12","30","00:00","Mostly clear (3/8)"
"Pello parish","2002","12","31","00:00","Mostly cloudy (7/8)"
"Pello parish","2003","1","1","00:00","Mostly cloudy (7/8)"
"Pello parish","2003","1","2","00:00","Cloudy (8/8)"
"Pello parish","2003","1","3","00:00","Mostly cloudy (7/8)"
"Pello parish","2003","1","4","00:00","Mostly cloudy (7/8)"
"Pello parish","2003","1","5","00:00","Cloudy (8/8)"
"Pello parish","2003","1","6","00:00","Cloudy (8/8)"
"Pello parish","2003","1","7","00:00","Mostly cloudy (7/8)"
"Pello parish","2003","1","8","00:00","Mostly cloudy (7/8)"
"Pello parish","2003","1","9","00:00","Mostly cloudy (7/8)"
"Pello parish","2003","1","10","00:00","Clear (0/8)"
"Pello parish","2003","1","11","00:00","Mostly cloudy (7/8)"
"Pello parish","2003","1","12","00:00","Clear (0/8)"
"Pello parish","2003","1","13","00:00","Mostly cloudy (7/8)"
"Pello parish","2003","1","14","00:00","Clear (0/8)"
"Pello parish","2003","1","15","00:00","Mostly clear (3/8)"
"Pello parish","2003","1","16","00:00","Cloudy (8/8)"
"Pello parish","2003","1","17","00:00","Mostly cloudy (7/8)"
"Pello parish","2003","1","18","00:00","Cloudiness cannot be determined (9/8)"
"Pello parish","2003","1","19","00:00","Cloudy (8/8)"
"Pello parish","2003","1","20","00:00","Clear (0/8)"
"Pello parish","2003","1","21","00:00","Cloudy (8/8)"
"Pello parish","2003","1","22","00:00","Cloudy (8/8)"
"Pello parish","2003","1","23","00:00","Cloudy (8/8)"
"Pello parish","2003","1","24","00:00","Clear (0/8)"
"Pello parish","2003","1","25","00:00","Cloudy (8/8)"
"Pello parish","2003","1","26","00:00","Clear (1/8)"
"Pello parish","2003","1","27","00:00","Mostly cloudy (7/8)"
"Pello parish","2003","1","28","00:00","Cloudiness cannot be determined (9/8)"
"Pello parish","2003","1","29","00:00","Cloudy (8/8)"
"Pello parish","2003","1","30","00:00","Cloudy (8/8)"
"Pello parish","2003","1","31","00:00","Clear (0/8)"
"Pello parish","2003","2","1","00:00","Clear (0/8)"
"Pello parish","2003","2","2","00:00","Cloudy (8/8)"
"Pello parish","2003","2","3","00:00","Cloudy (8/8)"
"Pello parish","2003","2","4","00:00","Mostly cloudy (7/8)"
"Pello parish","2003","2","5","00:00","Mostly cloudy (7/8)"
"Pello parish","2003","2","6","00:00","Cloudy (8/8)"
"Pello parish","2003","2","7","00:00","Clear (0/8)"
"Pello parish","2003","2","8","00:00","Cloudy (8/8)"
"Pello parish","2003","2","9","00:00","Cloudy (8/8)"
"Pello parish","2003","2","10","00:00","Mostly cloudy (7/8)"
"Pello parish","2003","2","11","00:00","Clear (0/8)"
"Pello parish","2003","2","12","00:00","Cloudy (8/8)"
"Pello parish","2003","2","13","00:00","Mostly cloudy (7/8)"
"Pello parish","2003","2","14","00:00","Cloudy (8/8)"
"Pello parish","2003","2","15","00:00","Cloudy (8/8)"
"Pello parish","2003","2","16","00:00","Clear (1/8)"
"Pello parish","2003","2","17","00:00","Mostly clear (3/8)"
"Pello parish","2003","2","18","00:00","Partly cloudy (5/8)"
"Pello parish","2003","2","19","00:00","Mostly cloudy (7/8)"
"Pello parish","2003","2","20","00:00","Clear (0/8)"
"Pello parish","2003","2","21","00:00","Clear (0/8)"
"Pello parish","2003","2","22","00:00","Clear (0/8)"
"Pello parish","2003","2","23","00:00","Partly cloudy (5/8)"
"Pello parish","2003","2","24","00:00","Partly cloudy (5/8)"
"Pello parish","2003","2","25","00:00","Clear (1/8)"
"Pello parish","2003","2","26","00:00","Cloudy (8/8)"
"Pello parish","2003","2","27","00:00","Cloudy (8/8)"
"Pello parish","2003","2","28","00:00","Cloudiness cannot be determined (9/8)"
"Pello parish","2003","3","1","00:00","Clear (1/8)"
"Pello parish","2003","3","2","00:00","Cloudy (8/8)"
"Pello parish","2003","3","3","00:00","Cloudy (8/8)"
"Pello parish","2003","3","4","00:00","Clear (0/8)"
"Pello parish","2003","3","5","00:00","Cloudy (8/8)"
"Pello parish","2003","3","6","00:00","Cloudy (8/8)"
"Pello parish","2003","3","7","00:00","Cloudy (8/8)"
"Pello parish","2003","3","8","00:00","Clear (1/8)"
"Pello parish","2003","3","9","00:00","Cloudy (8/8)"
"Pello parish","2003","3","10","00:00","Cloudy (8/8)"
"Pello parish","2003","3","11","00:00","Mostly cloudy (7/8)"
"Pello parish","2003","3","12","00:00","Cloudy (8/8)"
"Pello parish","2003","3","13","00:00","Mostly cloudy (7/8)"
"Pello parish","2003","3","14","00:00","Clear (0/8)"
"Pello parish","2003","3","15","00:00","Partly cloudy (5/8)"
"Pello parish","2003","3","16","00:00","Cloudy (8/8)"
"Pello parish","2003","3","17","00:00","Clear (1/8)"
"Pello parish","2003","3","18","00:00","Mostly cloudy (7/8)"
"Pello parish","2003","3","19","00:00","Clear (1/8)"
"Pello parish","2003","3","20","00:00","Clear (0/8)"
"Pello parish","2003","3","21","00:00","Partly cloudy (5/8)"
"Pello parish","2003","3","22","00:00","Mostly cloudy (7/8)"
"Pello parish","2003","3","23","00:00","Mostly cloudy (7/8)"
